total electricity,total heat,,,,,,
0.428136504,1.684024398,,,,,,
0.462909054,1.801975834,,,,,,
0.57814001,1.941264908,,,,,,
0.808422973,2.693179583,,,,,,
0.918944339,2.327268876,,,,,,
0.900494315,2.25906411,,,,,,
0.841312335,2.307535372,,,,,,
0.777773875,2.401707575,,,,,,
0.653049994,2.559350736,,,,,,
0.530556756,2.738610025,,,,,,
0.410759459,2.938440882,,,,,,
0.366707919,3.118751593,,,,,,
0.352340226,3.264741411,,,,,,
0.351517547,3.392237306,,,,,,
0.35291371,3.494297629,,,,,,
0.376542006,3.637991987,,,,,,
0.464666797,3.785323535,,,,,,
0.603859535,4.11152428,,,,,,
0.579080567,3.820424931,,,,,,
0.509553843,3.715479027,,,,,,
0.527873271,4.151072203,,,,,,
0.505196574,3.309906186,,,,,,
0.474093831,2.647283499,,,,,,
0.456549788,2.443113954,,,,,,
0.443308711,2.06804549,,,,,,
0.472750494,2.051104611,,,,,,
0.587502095,2.178245646,,,,,,
0.817600968,2.925551762,,,,,,
0.926050073,2.507221531,,,,,,
0.906836479,2.419694528,,,,,,
0.847346821,2.460368056,,,,,,
0.78377945,2.553790745,,,,,,
0.656733582,2.652650976,,,,,,
0.530831643,2.745625125,,,,,,
0.407056668,2.844784525,,,,,,
0.360397449,2.959092311,,,,,,
0.343330699,3.036760475,,,,,,
0.33921785,3.080999561,,,,,,
0.340441362,3.178682249,,,,,,
0.36692892,3.394765843,,,,,,
0.473693113,4.013811,,,,,,
0.603899237,4.112617043,,,,,,
0.578198261,3.798167571,,,,,,
0.507712809,3.669015857,,,,,,
0.519502011,3.939385677,,,,,,
0.487904576,2.872505138,,,,,,
0.449068163,2.01417938,,,,,,
0.420181965,1.523018179,,,,,,
0.410961717,1.24969746,,,,,,
0.441866064,1.269764597,,,,,,
0.566577714,1.648920513,,,,,,
0.809236437,2.7139933,,,,,,
0.926077935,2.508043699,,,,,,
0.914884392,2.623476065,,,,,,
0.864087957,2.884113583,,,,,,
0.809977503,3.216827554,,,,,,
0.693208797,3.575738891,,,,,,
0.578255218,3.945723405,,,,,,
0.465557167,4.325142362,,,,,,
0.422314754,4.525906045,,,,,,
0.405297958,4.604829069,,,,,,
0.398186901,4.573223708,,,,,,
0.394947706,4.557998017,,,,,,
0.414379907,4.595602169,,,,,,
0.515824984,5.0801472,,,,,,
0.643481699,5.114487487,,,,,,
0.613980243,4.703892811,,,,,,
0.543192716,4.567001191,,,,,,
0.568851212,5.188251748,,,,,,
0.536861683,4.111394869,,,,,,
0.500738714,3.321715134,,,,,,
0.464231568,2.637708389,,,,,,
0.446611691,2.151833046,,,,,,
0.467737952,1.924477943,,,,,,
0.588106441,2.193750192,,,,,,
0.830022522,3.240057032,,,,,,
0.943641864,2.95261071,,,,,,
0.930102573,3.008696528,,,,,,
0.877333157,3.219399067,,,,,,
0.821382309,3.505519742,,,,,,
0.701617438,3.788587828,,,,,,
0.583731518,4.084352432,,,,,,
0.470840228,4.388688499,,,,,,
0.427898154,4.624438049,,,,,,
0.414294378,4.804526373,,,,,,
0.41295458,4.934213739,,,,,,
0.417626188,5.107367417,,,,,,
0.445369817,5.352563166,,,,,,
0.54105669,5.64142112,,,,,,
0.667246452,5.522847606,,,,,,
0.646197654,5.193211548,,,,,,
0.561593033,4.550065674,,,,,,
0.563524531,4.491766155,,,,,,
0.524350702,3.205502561,,,,,,
0.482041285,2.30993394,,,,,,
0.453811302,1.881306263,,,,,,
0.439494058,1.52967563,,,,,,
0.467760407,1.507706637,,,,,,
0.583597546,1.6825438,,,,,,
0.816319605,2.510159981,,,,,,
0.931123348,2.277663283,,,,,,
0.9173514,2.335081319,,,,,,
0.863283409,2.502641776,,,,,,
0.806004991,2.736744035,,,,,,
0.680262089,2.946074882,,,,,,
0.552371523,3.127701907,,,,,,
0.42756404,3.29358417,,,,,,
0.380404113,3.422600677,,,,,,
0.362394601,3.491224926,,,,,,
0.358038042,3.544601774,,,,,,
0.359753081,3.642957606,,,,,,
0.385390123,3.834888034,,,,,,
0.478899505,4.068722234,,,,,,
0.6246378,4.444821273,,,,,,
0.605633036,4.166918938,,,,,,
0.54367369,4.096718208,,,,,,
0.573700161,4.749316668,,,,,,
0.559443712,4.093471932,,,,,,
0.540227716,3.782305749,,,,,,
0.518548241,3.519411465,,,,,,
0.509216817,3.293940665,,,,,,
0.533976094,3.183212301,,,,,,
0.642232868,3.166278266,,,,,,
0.870537504,3.882181529,,,,,,
0.972466176,3.323925314,,,,,,
0.949510342,3.148994641,,,,,,
0.887429595,3.113780152,,,,,,
0.822495708,3.154159092,,,,,,
0.692151741,3.247028918,,,,,,
0.562248535,3.377734189,,,,,,
0.433841375,3.522630696,,,,,,
0.390615149,3.72375688,,,,,,
0.377513324,3.901736579,,,,,,
0.378231556,4.068264803,,,,,,
0.382884931,4.252804186,,,,,,
0.410766209,4.504355034,,,,,,
0.50335723,4.765115324,,,,,,
0.647974408,5.228685235,,,,,,
0.620979379,4.881497483,,,,,,
0.548959801,4.713379608,,,,,,
0.571476931,5.255084111,,,,,,
0.540229635,4.196947489,,,,,,
0.51339731,3.642279472,,,,,,
0.491574273,3.329778181,,,,,,
0.4866838,3.165946459,,,,,,
0.514108539,3.097958084,,,,,,
0.625361715,3.136654745,,,,,,
0.861172761,4.02861075,,,,,,
0.965621195,3.509187208,,,,,,
0.946082691,3.41345615,,,,,,
0.887959058,3.48863409,,,,,,
0.827080541,3.650018966,,,,,,
0.702255498,3.804967694,,,,,,
0.578989869,3.964502602,,,,,,
0.457463591,4.120435449,,,,,,
0.413698922,4.307941583,,,,,,
0.400808909,4.491275939,,,,,,
0.402615413,4.685318673,,,,,,
0.404761861,4.806408046,,,,,,
0.429300808,4.97340223,,,,,,
0.518117881,5.138742379,,,,,,
0.664648859,5.650759955,,,,,,
0.638443766,5.323555927,,,,,,
0.573433608,5.332783613,,,,,,
0.607208499,6.159340374,,,,,,
0.58312427,5.282433645,,,,,,
0.556323179,4.728550124,,,,,,
0.532544481,4.366584323,,,,,,
0.52423772,4.116324007,,,,,,
0.546914457,3.928204624,,,,,,
0.653721086,3.854363207,,,,,,
0.884928493,4.629828403,,,,,,
0.982063518,3.925322995,,,,,,
0.958144347,3.718780736,,,,,,
0.896960996,3.716535628,,,,,,
0.834012567,3.825528129,,,,,,
0.707138993,3.92861386,,,,,,
0.582029776,4.041499206,,,,,,
0.459038374,4.160317647,,,,,,
0.412060183,4.266492453,,,,,,
0.394851568,4.34054415,,,,,,
0.39047994,4.378260425,,,,,,
0.389567475,4.421958379,,,,,,
0.411568508,4.524773236,,,,,,
0.498955436,4.653997777,,,,,,
0.640930244,5.050750853,,,,,,
0.61471883,4.72336623,,,,,,
0.544209792,4.593449778,,,,,,
0.570692634,5.235445464,,,,,,
0.546922268,4.366484576,,,,,,
0.522798363,3.880319814,,,,,,
0.501606233,3.583764128,,,,,,
0.495375294,3.386008506,,,,,,
0.520552847,3.261144619,,,,,,
0.629891738,3.251434708,,,,,,
0.864043198,4.101435867,,,,,,
0.967014014,3.544656278,,,,,,
0.946417456,3.42215379,,,,,,
0.887138815,3.468084128,,,,,,
0.825364525,3.606774881,,,,,,
0.69885625,3.719085706,,,,,,
0.573559309,3.827168901,,,,,,
0.449403871,3.916527265,,,,,,
0.401999289,4.011904297,,,,,,
0.384720825,4.084185329,,,,,,
0.380344339,4.121774449,,,,,,
0.379659986,4.171252923,,,,,,
0.401855443,4.279023953,,,,,,
0.489168501,4.406443324,,,,,,
0.628557615,4.737795669,,,,,,
0.600866519,4.372976,,,,,,
0.529566277,4.223049603,,,,,,
0.553519162,4.800986829,,,,,,
0.534534037,4.053056906,,,,,,
0.517706318,3.751531646,,,,,,
0.498751991,3.511558467,,,,,,
0.492295097,3.308095013,,,,,,
0.521197587,3.277529182,,,,,,
0.628106711,3.206305871,,,,,,
0.850897788,3.768884,,,,,,
0.976483159,3.784226517,,,,,,
0.932867991,3.0792527,,,,,,
0.862974732,2.856729316,,,,,,
0.792803946,2.782961094,,,,,,
0.660084987,2.738061652,,,,,,
0.529661095,2.716377545,,,,,,
0.401366077,2.700928241,,,,,,
0.349550332,2.684660218,,,,,,
0.328564166,2.663113819,,,,,,
0.322171538,2.649702952,,,,,,
0.319864434,2.658102253,,,,,,
0.341990796,2.764151498,,,,,,
0.430486967,2.921572957,,,,,,
0.564869875,3.126277163,,,,,,
0.540498345,2.84547243,,,,,,
0.468575736,2.679805472,,,,,,
0.483431893,3.027581377,,,,,,
0.472580395,2.485439302,,,,,,
0.456637593,2.206295551,,,,,,
0.440321915,2.033123835,,,,,,
0.436738145,1.902370275,,,,,,
0.464710253,1.848243298,,,,,,
0.575290679,1.869967598,,,,,,
0.799169845,2.46010933,,,,,,
0.908137959,2.055069884,,,,,,
0.888250111,1.950496187,,,,,,
0.827640903,1.962735684,,,,,,
0.763453863,2.040343542,,,,,,
0.63537388,2.112835233,,,,,,
0.508376562,2.177833138,,,,,,
0.386245698,2.248202935,,,,,,
0.337199902,2.329413921,,,,,,
0.3192351,2.399121585,,,,,,
0.314614852,2.445805884,,,,,,
0.316187633,2.540618736,,,,,,
0.342006219,2.737393696,,,,,,
0.448667397,3.304491996,,,,,,
0.570979049,3.087950625,,,,,,
0.560803627,3.033503561,,,,,,
0.4957376,2.884642538,,,,,,
0.504202776,2.991530131,,,,,,
0.48476429,2.204517178,,,,,,
0.460638558,1.768964051,,,,,,
0.441243543,1.563828097,,,,,,
0.432281745,1.347646815,,,,,,
0.45894734,1.285174675,,,,,,
0.57162031,1.380065777,,,,,,
0.800612919,2.113496196,,,,,,
0.915672459,1.887587828,,,,,,
0.902206939,1.952773664,,,,,,
0.849132022,2.145376425,,,,,,
0.792992112,2.40819562,,,,,,
0.666853267,2.607314905,,,,,,
0.538510425,2.777365022,,,,,,
0.412947004,2.92388375,,,,,,
0.366392738,3.068153299,,,,,,
0.349353957,3.161316734,,,,,,
0.345704302,3.232584628,,,,,,
0.347438593,3.33149097,,,,,,
0.372297716,3.50401566,,,,,,
0.465028546,3.71867528,,,,,,
0.608688188,4.042338738,,,,,,
0.588394671,3.731790753,,,,,,
0.522999056,3.57460171,,,,,,
0.549406556,4.135420871,,,,,,
0.535258005,3.482243828,,,,,,
0.517998073,3.220403895,,,,,,
0.498855536,3.021609025,,,,,,
0.492341347,2.867358791,,,,,,
0.518162942,2.783552753,,,,,,
0.624850239,2.726963384,,,,,,
0.850443123,3.374414151,,,,,,
0.952445399,2.81815314,,,,,,
0.930135982,2.659593869,,,,,,
0.86916584,2.652410995,,,,,,
0.805152963,2.715989201,,,,,,
0.674909894,2.811238609,,,,,,
0.544608976,2.931722452,,,,,,
0.415173828,3.050392172,,,,,,
0.366720945,3.119197774,,,,,,
0.347796532,3.149836264,,,,,,
0.341524237,3.139484641,,,,,,
0.340743796,3.186561783,,,,,,
0.363536663,3.309565154,,,,,,
0.451769962,3.460491775,,,,,,
0.588284285,3.719166143,,,,,,
0.562081855,3.392025933,,,,,,
0.490087969,3.22448442,,,,,,
0.508474001,3.661519102,,,,,,
0.493357827,3.011420234,,,,,,
0.474945156,2.669751574,,,,,,
0.458520374,2.493807073,,,,,,
0.455359679,2.373701003,,,,,,
0.482004638,2.285991342,,,,,,
0.591759656,2.286852001,,,,,,
0.817557795,2.925598109,,,,,,
0.923354166,2.440362392,,,,,,
0.901860682,2.295159806,,,,,,
0.840139959,2.279258901,,,,,,
0.774679034,2.324606353,,,,,,
0.646006838,2.382053364,,,,,,
0.520600068,2.487259421,,,,,,
0.397165566,2.594719572,,,,,,
0.350241187,2.702183534,,,,,,
0.333312344,2.783288408,,,,,,
0.329628433,2.838410089,,,,,,
0.330303554,2.92232576,,,,,,
0.354395518,3.078235287,,,,,,
0.444219076,3.269463895,,,,,,
0.571060824,3.28343877,,,,,,
0.558994955,3.314005327,,,,,,
0.495517733,3.361917894,,,,,,
0.52135197,3.987435811,,,,,,
0.501138205,3.20841136,,,,,,
0.485231928,2.930130364,,,,,,
0.46522787,2.663605601,,,,,,
0.462773045,2.561363666,,,,,,
0.48746897,2.424342512,,,,,,
0.601879459,2.543010009,,,,,,
0.83996574,3.49266052,,,,,,
0.94845168,3.07548943,,,,,,
0.931374162,3.042062621,,,,,,
0.874996634,3.161360464,,,,,,
0.81212809,3.272309152,,,,,,
0.685177281,3.373318412,,,,,,
0.559710988,3.477031779,,,,,,
0.43522807,3.558537522,,,,,,
0.386761305,3.60138032,,,,,,
0.364942929,3.59043949,,,,,,
0.357081469,3.540125007,,,,,,
0.353908714,3.52747154,,,,,,
0.379026049,3.636206868,,,,,,
0.456496102,3.780412017,,,,,,
0.585618186,4.156810971,,,,,,
0.554020508,3.890058318,,,,,,
0.495348763,3.776408262,,,,,,
0.517938573,4.280049337,,,,,,
0.504373182,3.669159912,,,,,,
0.490092896,3.432456986,,,,,,
0.471889857,3.210778296,,,,,,
0.465769001,3.024385409,,,,,,
0.484374513,2.922571339,,,,,,
0.567265494,2.830591498,,,,,,
0.727324562,2.648517466,,,,,,
0.845791294,2.500573061,,,,,,
0.884169583,2.382041878,,,,,,
0.848643358,2.294918762,,,,,,
0.776499405,2.288011089,,,,,,
0.644382635,2.330259071,,,,,,
0.520719888,2.419093204,,,,,,
0.393833468,2.510994508,,,,,,
0.347430269,2.606036993,,,,,,
0.329007384,2.681007798,,,,,,
0.327319104,2.7869046,,,,,,
0.327506529,2.859286049,,,,,,
0.353742212,2.996363218,,,,,,
0.433751956,3.204895948,,,,,,
